id,reference_len,query_len,regions,contigs,matches,mismatches,deletions,query_coverage,identity
227979at33208,665,298,1,1,140,158,367,44.81,46.98
152977at33208,696,587,1,1,280,303,113,83.76,48.03
523206at33208,190,180,1,1,98,82,10,94.74,54.44
511272at33208,253,133,2,2,47,86,120,52.57,35.34
428754at33208,271,169,1,1,89,80,102,62.36,52.66
597816at33208,175,146,1,1,73,73,29,83.43,50.0
611258at33208,223,149,1,1,91,58,74,66.82,61.07
114954at33208,601,222,1,1,140,82,379,36.94,63.06
515528at33208,225,82,1,1,37,44,144,36.0,45.68
271742at33208,580,404,1,1,196,208,176,69.66,48.51
441575at33208,741,373,1,1,192,181,368,50.34,51.47
277935at33208,617,379,1,1,151,228,238,61.43,39.84
547099at33208,239,63,2,3,32,31,176,26.36,50.79
570646at33208,150,68,1,1,45,23,82,45.33,66.18
344442at33208,344,104,1,1,43,61,240,30.23,41.35
215654at33208,481,344,1,2,244,100,137,71.52,70.93
333062at33208,468,299,1,1,237,62,169,63.89,79.26
580288at33208,130,130,1,1,116,14,0,100.0,89.23
334336at33208,432,296,8,5,159,137,136,68.52,53.72
285966at33208,613,549,1,1,243,306,64,89.56,44.26
504731at33208,260,158,1,1,125,33,102,60.77,79.11
398013at33208,303,148,1,1,117,31,155,48.84,79.05
465092at33208,262,244,1,1,140,104,18,93.13,57.38
352600at33208,344,336,1,1,186,150,8,97.67,55.36
318532at33208,400,353,5,3,199,154,47,88.25,56.37
587407at33208,223,199,3,2,77,122,24,89.24,38.69
514565at33208,221,146,1,1,112,34,75,66.06,76.71
623324at33208,150,118,1,1,105,13,32,78.67,88.98
387117at33208,331,229,2,2,101,128,102,69.18,44.1
393219at33208,350,233,1,1,73,160,117,66.57,31.33
311758at33208,539,501,1,3,307,194,38,92.95,61.28
430701at33208,182,180,1,1,77,103,2,98.9,42.78
546751at33208,233,158,1,1,78,80,75,67.81,49.37
572754at33208,130,90,1,1,31,59,40,69.23,34.44
641257at33208,138,103,1,1,69,34,35,74.64,66.99
585232at33208,176,43,1,1,26,17,133,24.43,60.47
525542at33208,241,181,4,3,91,90,60,75.1,50.28
476036at33208,264,147,1,1,99,48,117,55.68,67.35
501396at33208,201,74,1,1,65,9,127,36.82,87.84
569812at33208,202,97,1,1,64,33,105,48.02,65.98
576997at33208,186,182,1,1,96,86,4,97.85,52.75
585305at33208,105,87,1,1,84,3,18,82.86,96.55
587958at33208,115,78,2,2,57,21,37,67.83,73.08
616716at33208,159,72,1,1,50,22,87,45.28,69.44
124302at33208,925,403,1,1,221,182,522,43.57,54.84
480700at33208,208,118,1,1,50,68,90,56.73,42.37
468359at33208,418,407,1,1,229,178,11,97.37,56.27
452574at33208,456,292,1,1,127,163,166,63.6,43.79
359369at33208,336,195,2,2,99,96,141,58.04,50.77
284059at33208,395,249,1,1,153,96,146,63.04,61.45
629763at33208,76,66,1,2,39,27,10,86.84,59.09
618339at33208,100,78,2,2,52,26,22,78.0,66.67
568839at33208,164,162,1,1,95,67,2,98.78,58.64
574311at33208,97,58,1,1,31,27,39,59.79,53.45
585726at33208,216,211,1,2,110,101,5,97.69,52.13
461193at33208,243,94,2,3,60,34,149,38.68,63.83
445031at33208,301,149,2,2,72,77,152,49.5,48.32
379771at33208,601,493,1,1,183,289,129,78.54,38.77
274064at33208,369,287,2,3,138,149,82,77.78,48.08
399092at33208,277,135,2,2,78,57,142,48.74,57.78
445091at33208,249,242,1,1,115,127,7,97.19,47.52
576633at33208,229,187,1,1,140,47,42,81.66,74.87
558552at33208,144,72,1,1,64,8,72,50.0,88.89
286553at33208,371,366,1,1,155,210,6,98.38,42.47
398202at33208,385,247,1,1,114,133,138,64.16,46.15
318483at33208,341,225,1,1,146,79,116,65.98,64.89
14776at33208,2025,1304,1,1,515,789,721,64.4,39.49
414571at33208,304,242,3,2,160,82,62,79.61,66.12
365691at33208,332,228,1,1,103,125,104,68.67,45.18
581006at33208,232,165,2,2,95,70,67,71.12,57.58
344611at33208,311,67,1,1,33,34,244,21.54,49.25
504292at33208,166,109,1,1,70,39,57,65.66,64.22
379636at33208,336,158,1,2,109,49,178,47.02,68.99
568170at33208,237,189,1,1,71,118,48,79.75,37.57
486370at33208,255,59,1,1,40,19,196,23.14,67.8
432155at33208,235,196,1,2,82,114,39,83.4,41.84
545389at33208,189,118,1,1,91,27,71,62.43,77.12
631173at33208,156,31,1,1,20,11,125,19.87,64.52
440195at33208,292,222,1,1,118,104,70,76.03,53.15
251577at33208,332,221,1,1,106,115,111,66.57,47.96
63697at33208,1300,1187,1,1,923,264,113,91.31,77.76
514121at33208,173,142,1,1,49,93,31,82.08,34.51
371526at33208,293,96,1,1,92,4,197,32.76,95.83
514724at33208,165,66,1,1,43,23,99,40.0,65.15
367957at33208,398,278,1,1,168,110,120,69.85,60.43
526074at33208,250,194,2,4,125,69,56,77.6,64.43
495311at33208,207,128,1,1,81,47,79,61.84,63.28
495329at33208,215,181,1,1,72,109,34,84.19,39.78
511668at33208,205,94,1,1,49,45,111,45.85,52.13
487873at33208,176,176,1,1,84,92,0,100.0,47.73
501788at33208,173,141,1,3,80,61,32,81.5,56.74
559501at33208,247,91,1,1,59,32,156,36.84,64.84
554010at33208,223,158,1,1,100,58,65,70.85,63.29
514740at33208,202,114,1,1,77,37,88,56.44,67.54
573237at33208,219,161,3,3,60,101,58,73.52,37.27
219856at33208,458,382,1,1,206,176,76,83.41,53.93
289235at33208,352,172,1,1,73,94,185,47.44,43.71
633007at33208,173,112,1,1,58,54,61,64.74,51.79
528325at33208,182,112,2,2,93,19,70,61.54,83.04
504912at33208,182,119,1,1,50,69,63,65.38,42.02
488559at33208,243,214,1,1,113,93,37,84.77,54.85
614305at33208,150,118,1,1,60,58,32,78.67,50.85
418979at33208,194,102,1,1,65,37,92,52.58,63.73
419914at33208,401,78,1,1,39,39,323,19.45,50.0
381303at33208,236,25,1,1,16,9,211,10.59,64.0
540193at33208,456,154,1,1,88,66,302,33.77,57.14
594842at33208,104,71,1,1,51,20,33,68.27,71.83
516716at33208,380,181,1,1,91,90,199,47.63,50.28
557292at33208,231,220,2,3,95,125,11,95.24,43.18
601242at33208,126,110,1,1,77,33,16,87.3,70.0
468248at33208,336,314,2,2,213,101,22,93.45,67.83
197652at33208,504,189,2,2,144,45,315,37.5,76.19
591391at33208,136,77,1,1,48,29,59,56.62,62.34
537718at33208,199,142,2,3,70,72,57,71.36,49.3
419502at33208,254,251,1,1,173,78,3,98.82,68.92
368565at33208,427,156,1,1,118,38,271,36.53,75.64
442823at33208,421,293,1,1,120,173,128,69.6,40.96
544546at33208,302,195,1,1,100,95,107,64.57,51.28
643380at33208,110,103,1,1,47,56,7,93.64,45.63
438453at33208,316,263,1,1,187,76,53,83.23,71.1
433216at33208,245,138,1,1,82,56,107,56.33,59.42
422158at33208,313,121,1,1,88,33,192,38.66,72.73
467106at33208,359,121,1,1,75,46,238,33.7,61.98
383313at33208,389,101,1,1,61,40,288,25.96,60.4
131349at33208,1102,683,1,2,336,347,419,61.98,49.19
152327at33208,410,329,1,1,216,113,81,80.24,65.65
179485at33208,384,137,1,1,99,38,247,35.68,72.26
390192at33208,393,388,1,1,234,154,5,98.73,60.31
595858at33208,403,105,1,1,76,29,298,26.05,72.38
564234at33208,189,151,1,1,101,50,38,79.89,66.89
613851at33208,123,120,1,1,64,56,3,97.56,53.33
523376at33208,274,103,1,1,59,44,171,37.59,57.28
384187at33208,527,514,1,1,274,240,13,97.53,53.31
464243at33208,226,157,1,1,92,65,69,69.47,58.6
349064at33208,402,328,1,1,177,151,74,81.59,53.96
604943at33208,187,171,1,2,86,85,16,91.44,50.29
511575at33208,164,70,1,1,61,9,94,42.68,87.14
569303at33208,263,75,1,1,53,22,188,28.52,70.67
226335at33208,430,301,1,1,171,130,129,70.0,56.81
450785at33208,237,192,1,1,128,64,45,81.01,66.67
361100at33208,307,288,2,2,164,124,19,93.81,56.94
600823at33208,238,187,1,1,119,68,51,78.57,63.64
572074at33208,325,162,1,1,95,67,163,49.85,58.64
447400at33208,132,69,1,1,38,31,63,52.27,55.07
255242at33208,307,188,1,1,66,114,127,58.63,36.67
75406at33208,347,167,1,1,67,100,180,48.13,40.12
222489at33208,324,154,1,1,120,34,170,47.53,77.92
227087at33208,923,177,1,1,114,63,746,19.18,64.41
533690at33208,251,232,1,1,139,91,21,91.63,60.43
380583at33208,317,266,3,2,150,116,51,83.91,56.39
561878at33208,196,67,1,1,33,34,129,34.18,49.25
313091at33208,313,167,1,4,111,56,146,53.35,66.47
572463at33208,292,268,1,1,161,107,24,91.78,60.07
612825at33208,294,227,3,3,80,147,67,77.21,35.24
516078at33208,290,247,1,1,132,115,43,85.17,53.44
355210at33208,462,145,1,1,93,52,317,31.39,64.14
521343at33208,194,93,1,1,46,47,101,47.94,49.46
45934at33208,1118,437,1,1,216,221,681,39.09,49.43
423848at33208,302,183,1,1,78,105,119,60.6,42.62
590470at33208,189,40,1,1,20,20,149,21.16,50.0
279631at33208,576,372,1,1,162,210,204,64.58,43.55
400042at33208,253,59,2,2,30,29,194,23.32,50.85
586156at33208,132,26,1,1,15,11,106,19.7,57.69
551831at33208,273,186,1,1,99,87,87,68.13,53.23
178537at33208,540,469,2,3,321,148,71,86.85,68.44
500261at33208,358,170,1,1,73,97,188,47.49,42.94
598944at33208,212,73,1,1,40,33,139,34.43,54.79
398607at33208,202,170,1,1,120,50,32,84.16,70.59
606776at33208,182,155,1,1,73,82,27,85.16,47.1
302279at33208,351,265,2,2,187,78,86,75.5,70.57
421685at33208,303,302,1,1,147,155,1,99.67,48.68
541260at33208,118,46,1,1,26,20,72,38.98,56.52
16244at33208,2095,1999,1,1,1213,785,97,95.37,60.71
584373at33208,190,165,1,1,70,95,25,86.84,42.42
532693at33208,423,374,1,1,155,219,49,88.42,41.44
606539at33208,138,119,1,1,75,44,19,86.23,63.03
371241at33208,197,83,1,1,46,37,114,42.13,55.42
558791at33208,133,69,1,1,63,6,64,51.88,91.3
537548at33208,163,101,1,1,60,41,62,61.96,59.41
234290at33208,330,48,1,1,40,8,282,14.55,83.33
636300at33208,100,95,1,1,76,19,5,95.0,80.0
493913at33208,275,224,1,1,112,112,51,81.45,50.0
176247at33208,392,225,1,1,121,104,167,57.4,53.78
262757at33208,208,206,1,1,119,87,2,99.04,57.77
212972at33208,385,156,1,1,78,78,229,40.52,50.0
464312at33208,470,331,1,1,201,130,139,70.43,60.73
378316at33208,380,267,1,1,204,63,113,70.26,76.4
579029at33208,139,70,1,1,31,39,69,50.36,44.29
56573at33208,932,574,1,1,259,315,358,61.59,45.12
355739at33208,268,252,1,1,132,119,17,93.66,52.59
587688at33208,204,42,1,1,18,24,162,20.59,42.86
561248at33208,322,128,1,1,58,70,194,39.75,45.31
563084at33208,108,105,1,2,57,48,3,97.22,54.29
76852at33208,998,490,1,1,231,259,508,49.1,47.14
349627at33208,364,345,1,1,121,224,19,94.78,35.07
416175at33208,299,260,1,1,117,143,39,86.96,45.0
414579at33208,294,206,1,1,123,83,88,70.07,59.71
137383at33208,751,446,1,1,280,166,305,59.39,62.78
595316at33208,143,142,1,1,85,57,1,99.3,59.86
102804at33208,859,485,1,1,302,183,374,56.46,62.27
567750at33208,115,59,1,1,47,12,56,51.3,79.66
504207at33208,340,222,1,1,135,87,118,65.29,60.81
458974at33208,230,38,1,1,29,9,192,16.52,76.32
270594at33208,454,328,1,1,137,191,126,72.25,41.77
266469at33208,359,236,8,9,111,125,123,65.74,47.03
246241at33208,451,139,1,1,95,44,312,30.82,68.35
291875at33208,456,87,2,2,50,37,369,19.08,57.47
206858at33208,588,307,1,1,145,162,281,52.21,47.23
393291at33208,359,294,2,2,194,100,65,81.89,65.99
132087at33208,748,456,1,1,212,244,292,60.96,46.49
577068at33208,237,154,1,1,63,91,83,64.98,40.91
636070at33208,123,112,1,1,60,52,11,91.06,53.57
448514at33208,423,351,1,1,118,233,72,82.98,33.62
486431at33208,457,57,1,1,34,23,400,12.47,59.65
616120at33208,126,96,1,1,56,40,30,76.19,58.33
103854at33208,752,658,1,1,281,372,99,86.84,43.03
625769at33208,103,94,1,1,49,45,9,91.26,52.13
274769at33208,497,355,1,1,200,155,142,71.43,56.34
332870at33208,276,143,1,1,73,70,133,51.81,51.05
203128at33208,534,416,1,2,361,55,118,77.9,86.78
625091at33208,123,90,1,1,64,26,33,73.17,71.11
308610at33208,407,301,1,1,220,81,106,73.96,73.09
378033at33208,294,292,1,1,160,132,2,99.32,54.79
532406at33208,180,142,1,1,83,59,38,78.89,58.45
515410at33208,260,205,1,1,103,102,55,78.85,50.24
283637at33208,443,362,1,1,222,134,87,80.36,62.36
585809at33208,235,182,1,1,101,81,53,77.45,55.49
547341at33208,211,201,1,1,119,82,10,95.26,59.2
168924at33208,532,102,1,1,70,32,430,19.17,68.63
508188at33208,353,326,1,1,164,162,27,92.35,50.31
594271at33208,107,34,1,1,26,8,73,31.78,76.47
395183at33208,240,115,1,1,81,34,125,47.92,70.43
560694at33208,233,123,1,1,74,49,110,52.79,60.16
127766at33208,602,507,1,1,277,230,95,84.22,54.64
372707at33208,285,142,1,1,87,55,143,49.82,61.27
601650at33208,135,108,1,2,59,49,27,80.0,54.63
548444at33208,273,38,1,1,22,16,235,13.92,57.89
327301at33208,328,165,1,1,90,75,163,50.3,54.55
434068at33208,617,299,1,1,173,126,318,48.46,57.86
339319at33208,276,254,1,1,109,145,22,92.03,42.91
545063at33208,286,204,1,1,78,126,82,71.33,38.24
621808at33208,97,89,1,1,78,11,8,91.75,87.64
568949at33208,174,67,1,1,33,34,107,38.51,49.25
218441at33208,585,468,1,1,205,263,117,80.0,43.8
266460at33208,626,309,1,1,171,138,317,49.36,55.34
148325at33208,429,174,1,1,75,99,255,40.56,43.1
524165at33208,394,131,1,1,61,70,263,33.25,46.56
495207at33208,232,198,1,1,87,111,34,85.34,43.94
448196at33208,259,259,1,1,220,39,0,100.0,84.94
489858at33208,238,235,1,1,144,91,3,98.74,61.28
557694at33208,216,90,1,1,44,46,126,41.67,48.89
368875at33208,250,100,1,1,53,47,150,40.0,53.0
634447at33208,86,86,1,1,49,37,0,100.0,56.98
591316at33208,146,55,1,1,35,20,91,37.67,63.64
518288at33208,320,222,1,1,124,98,98,69.38,55.86
453049at33208,427,182,1,1,78,104,245,42.62,42.86
525888at33208,191,157,1,1,73,84,34,82.2,46.5
618516at33208,191,117,1,1,57,60,74,61.26,48.72
553411at33208,184,150,1,1,108,42,34,81.52,72.0
443928at33208,354,318,1,1,163,155,36,89.83,51.26
618421at33208,139,129,1,1,99,30,10,92.81,76.74
387878at33208,406,302,1,1,171,131,104,74.38,56.62
348761at33208,289,226,1,1,124,102,63,78.2,54.87
356503at33208,314,158,1,1,106,52,156,50.32,67.09
307109at33208,417,162,1,1,106,56,255,38.85,65.43
436098at33208,263,128,1,1,63,65,135,48.67,49.22
272605at33208,547,210,1,1,73,137,337,38.39,34.76
561943at33208,267,266,1,1,175,91,1,99.63,65.79
467142at33208,220,89,1,1,50,39,131,40.45,56.18
578582at33208,166,159,2,2,112,47,7,95.78,70.44
558385at33208,251,40,1,1,26,14,211,15.94,65.0
323473at33208,330,321,1,1,104,217,9,97.27,32.4
517311at33208,232,206,2,3,132,74,26,88.79,64.08
482691at33208,248,89,1,1,60,29,159,35.89,67.42
393419at33208,452,90,1,1,55,35,362,19.91,61.11
107151at33208,889,592,1,1,402,190,297,66.59,67.91
515640at33208,243,187,2,2,163,24,56,76.95,87.17
642773at33208,92,37,1,1,24,13,55,40.22,64.86
202545at33208,454,168,1,1,109,59,286,37.0,64.88
623444at33208,186,181,1,1,80,101,5,97.31,44.2
226941at33208,476,391,3,3,198,193,85,82.14,50.64
514698at33208,218,133,1,1,85,48,85,61.01,63.91
535367at33208,239,80,2,2,45,35,159,33.47,56.25
517686at33208,112,69,1,1,50,19,43,61.61,72.46
415618at33208,206,131,1,1,81,50,75,63.59,61.83
360379at33208,333,133,1,1,70,63,200,39.94,52.63
622461at33208,88,57,1,1,39,18,31,64.77,68.42
413334at33208,318,270,1,1,102,168,48,84.91,37.78
435253at33208,448,137,1,1,48,85,315,29.69,36.09
305260at33208,385,279,1,1,143,134,108,71.95,51.62
617522at33208,161,124,1,1,67,57,37,77.02,54.03
389367at33208,284,91,3,3,39,52,193,32.04,42.86
357580at33208,328,271,1,1,136,135,57,82.62,50.18
239597at33208,376,105,1,1,52,53,271,27.93,49.52
463071at33208,489,111,1,1,57,54,378,22.7,51.35
541421at33208,230,136,1,1,65,71,94,59.13,47.79
359324at33208,279,206,1,1,113,93,73,73.84,54.85
245482at33208,462,377,1,1,208,169,85,81.6,55.17
470197at33208,383,156,1,1,74,82,227,40.73,47.44
411515at33208,292,91,1,1,47,44,201,31.16,51.65
515425at33208,241,88,1,1,41,47,153,36.51,46.59
320390at33208,608,406,1,1,184,222,202,66.78,45.32
414603at33208,576,235,1,1,94,141,341,40.8,40.0
502429at33208,202,81,1,1,48,33,121,40.1,59.26
611373at33208,115,59,1,1,42,17,56,51.3,71.19
449056at33208,187,155,1,1,72,83,32,82.89,46.45
411664at33208,219,48,1,1,16,32,171,21.92,33.33
312577at33208,280,128,1,1,48,80,152,45.71,37.5
335107at33208,299,166,2,2,98,68,133,55.52,59.04
361216at33208,392,43,1,1,23,20,349,10.97,53.49
586690at33208,122,101,1,1,67,34,21,82.79,66.34
409006at33208,372,334,1,2,182,152,38,89.78,54.49
435678at33208,314,82,1,1,46,36,232,26.11,56.1
503333at33208,360,157,3,3,114,43,203,43.61,72.61
366814at33208,407,199,1,1,137,62,208,48.89,68.84
84980at33208,1036,735,1,1,505,230,301,70.95,68.71
403171at33208,263,183,1,1,93,90,80,69.58,50.82
580062at33208,164,129,1,1,69,60,35,78.66,53.49
572434at33208,163,156,1,1,93,63,7,95.71,59.62
604211at33208,209,36,1,1,21,15,173,17.22,58.33
551632at33208,170,87,1,1,54,33,83,51.18,62.07
397019at33208,337,237,1,1,161,76,100,70.33,67.93
539043at33208,159,102,1,1,72,30,57,64.15,70.59
639252at33208,142,44,1,1,26,18,98,30.99,59.09
582951at33208,133,119,1,1,70,49,14,89.47,58.82
524148at33208,483,48,1,1,24,24,435,9.94,50.0
214788at33208,622,274,1,1,164,110,348,44.05,59.85
177718at33208,508,434,1,1,207,227,74,85.43,47.7
625077at33208,85,58,1,1,27,31,27,68.24,46.55
390402at33208,278,93,1,1,39,54,185,33.45,41.94
